name,launch date,source,intended usage,tdp (W),cores,threads,normalized_name
intel core i5-2415m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2415m,Mobile,35.0,2,4.0,intel core i5-2415m
intel core i5-2430m,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2430m,Mobile,35.0,2,4.0,intel core i5-2430m
intel core i5-2435m,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2435m,Mobile,35.0,2,4.0,intel core i5-2435m
intel core i5-2450m,2012-01-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2450m,Mobile,35.0,2,4.0,intel core i5-2450m
intel core i5-2467m,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2467m,Mobile,17.0,2,4.0,intel core i5-2467m
intel core i5-2475m,2012-01-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2475m,Mobile,35.0,2,4.0,intel core i5-2475m
intel core i5-2477m,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2477m,Mobile,35.0,2,4.0,intel core i5-2477m
intel core i5-2487m,2012-01-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2487m,Mobile,35.0,2,4.0,intel core i5-2487m
intel core i5-2490m,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2490m,Mobile,35.0,2,4.0,intel core i5-2490m
intel core i5-2497m,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2497m,Mobile,35.0,2,4.0,intel core i5-2497m
intel core i5-2510e,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2510e,Embedded,35.0,2,4.0,intel core i5-2510e
intel core i5-2515e,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2515e,Embedded,35.0,2,4.0,intel core i5-2515e
intel core i5-2520m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2520m,Mobile,35.0,2,4.0,intel core i5-2520m
intel core i5-2537m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2537m,Mobile,17.0,2,4.0,intel core i5-2537m
intel core i5-2540lm,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2540lm,Mobile,35.0,2,4.0,intel core i5-2540lm
intel core i5-2540m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2540m,Mobile,35.0,2,4.0,intel core i5-2540m
intel core i5-2547m,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2547m,Mobile,35.0,2,4.0,intel core i5-2547m
intel core i5-2557m,2011-06-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2557m,Mobile,17.0,2,4.0,intel core i5-2557m
intel core i5-2560lm,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2560lm,Mobile,35.0,2,4.0,intel core i5-2560lm
intel core i5-2560m,2011-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2560m,Mobile,35.0,2,4.0,intel core i5-2560m
intel core i5-2580m,2012-01-01,https://en.wikichip.org/wiki/intel/core_i5/i5-2580m,Mobile,35.0,2,4.0,intel core i5-2580m
intel core i5-430m,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-430m,Mobile,35.0,2,4.0,intel core i5-430m
intel core i5-430um,2010-06-20,https://en.wikichip.org/wiki/intel/core_i5/i5-430um,Mobile,18.0,2,4.0,intel core i5-430um
intel core i5-450m,2010-06-20,https://en.wikichip.org/wiki/intel/core_i5/i5-450m,Mobile,35.0,2,4.0,intel core i5-450m
intel core i5-460m,2010-09-26,https://en.wikichip.org/wiki/intel/core_i5/i5-460m,Mobile,35.0,2,4.0,intel core i5-460m
intel core i5-470um,2010-10-01,https://en.wikichip.org/wiki/intel/core_i5/i5-470um,Mobile,18.0,2,4.0,intel core i5-470um
intel core i5-480m,2011-01-11,https://en.wikichip.org/wiki/intel/core_i5/i5-480m,Mobile,35.0,2,4.0,intel core i5-480m
intel core i5-520e,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-520e,Embedded,35.0,2,4.0,intel core i5-520e
intel core i5-520m,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-520m,Mobile; Embedded,35.0,2,4.0,intel core i5-520m
intel core i5-520um,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-520um,Mobile,18.0,2,4.0,intel core i5-520um
intel core i5-540m,2010-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-540m,Mobile,35.0,2,4.0,intel core i5-540m
intel core i5-540um,2010-05-24,https://en.wikichip.org/wiki/intel/core_i5/i5-540um,Mobile,18.0,2,4.0,intel core i5-540um
intel core i5-560m,2010-09-26,https://en.wikichip.org/wiki/intel/core_i5/i5-560m,Mobile,35.0,2,4.0,intel core i5-560m
intel core i5-560um,2010-09-26,https://en.wikichip.org/wiki/intel/core_i5/i5-560um,Mobile,18.0,2,4.0,intel core i5-560um
intel core i5-580m,2010-09-26,https://en.wikichip.org/wiki/intel/core_i5/i5-580m,Mobile,35.0,2,4.0,intel core i5-580m
intel core i5-6198du,2015-12-27,https://en.wikichip.org/wiki/intel/core_i5/i5-6198du,Mobile,15.0,2,4.0,intel core i5-6198du
intel core i5-7210u,,https://en.wikichip.org/wiki/intel/core_i5/i5-7210u,Mobile,15.0,2,4.0,intel core i5-7210u
intel core i5-7640x,2017-06-26,https://en.wikichip.org/wiki/intel/core_i5/i5-7640x,Desktop,112.0,4,4.0,intel core i5-7640x
intel core i5-8305g,2018-01-07,https://en.wikichip.org/wiki/intel/core_i5/i5-8305g,Mobile,65.0,4,8.0,intel core i5-8305g
intel core i5-8310y,2019-04-04,https://en.wikichip.org/wiki/intel/core_i5/i5-8310y,Mobile,7.0,2,4.0,intel core i5-8310y
intel core i5-8420,,https://en.wikichip.org/wiki/intel/core_i5/i5-8420,Desktop,65.0,6,6.0,intel core i5-8420
intel core i5-8420t,,https://en.wikichip.org/wiki/intel/core_i5/i5-8420t,Desktop,35.0,6,6.0,intel core i5-8420t
intel core i5-8550,,https://en.wikichip.org/wiki/intel/core_i5/i5-8550,Desktop,65.0,6,6.0,intel core i5-8550
intel core i5-8650,,https://en.wikichip.org/wiki/intel/core_i5/i5-8650,Desktop,65.0,6,6.0,intel core i5-8650
intel core i7-1060g7,2019-08-01,https://en.wikichip.org/wiki/intel/core_i7/i7-1060g7,Mobile,9.0,4,8.0,intel core i7-1060g7
intel core i7-1068g7,,https://en.wikichip.org/wiki/intel/core_i7/i7-1068g7,Mobile,28.0,4,8.0,intel core i7-1068g7
intel core i7-2535qm,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2535qm,Mobile,35.0,4,8.0,intel core i7-2535qm
intel core i7-2570qm,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2570qm,Mobile,35.0,4,8.0,intel core i7-2570qm
intel core i7-2610ue,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2610ue,Embedded,17.0,2,4.0,intel core i7-2610ue
intel core i7-2617m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2617m,Mobile,17.0,2,4.0,intel core i7-2617m
intel core i7-2620m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2620m,Mobile,35.0,2,4.0,intel core i7-2620m
intel core i7-2627m,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2627m,Mobile,35.0,2,4.0,intel core i7-2627m
intel core i7-2629m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2629m,Mobile,25.0,2,4.0,intel core i7-2629m
intel core i7-2630qm,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2630qm,Mobile,45.0,4,8.0,intel core i7-2630qm
intel core i7-2635qm,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2635qm,Mobile,45.0,4,8.0,intel core i7-2635qm
intel core i7-2637m,2011-06-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2637m,Mobile,17.0,2,4.0,intel core i7-2637m
intel core i7-2640m,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2640m,Mobile,35.0,2,4.0,intel core i7-2640m
intel core i7-2649m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2649m,Mobile,25.0,2,4.0,intel core i7-2649m
intel core i7-2655le,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2655le,Embedded,25.0,2,4.0,intel core i7-2655le
intel core i7-2655qm,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2655qm,Mobile,45.0,4,8.0,intel core i7-2655qm
intel core i7-2657m,2011-02-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2657m,Mobile,17.0,2,4.0,intel core i7-2657m
intel core i7-2660m,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2660m,Mobile,35.0,2,4.0,intel core i7-2660m
intel core i7-2667m,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2667m,Mobile,35.0,2,4.0,intel core i7-2667m
intel core i7-2669m,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2669m,Mobile,35.0,2,4.0,intel core i7-2669m
intel core i7-2670qm,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2670qm,Mobile,45.0,4,8.0,intel core i7-2670qm
intel core i7-2675qm,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2675qm,Mobile,45.0,4,8.0,intel core i7-2675qm
intel core i7-2677m,2011-06-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2677m,Mobile,17.0,2,4.0,intel core i7-2677m
intel core i7-2685qm,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2685qm,Mobile,35.0,4,8.0,intel core i7-2685qm
intel core i7-2689m,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2689m,Mobile,35.0,2,4.0,intel core i7-2689m
intel core i7-2710qe,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2710qe,Embedded,45.0,4,8.0,intel core i7-2710qe
intel core i7-2715qe,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2715qe,Embedded,45.0,4,8.0,intel core i7-2715qe
intel core i7-2720qm,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2720qm,Mobile,45.0,4,8.0,intel core i7-2720qm
intel core i7-2740qm,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2740qm,Mobile,45.0,4,8.0,intel core i7-2740qm
intel core i7-2760qm,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2760qm,Mobile,45.0,4,8.0,intel core i7-2760qm
intel core i7-2820qm,2011-01-01,https://en.wikichip.org/wiki/intel/core_i7/i7-2820qm,Mobile,45.0,4,8.0,intel core i7-2820qm
intel core i7-2840qm,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2840qm,Mobile,45.0,4,8.0,intel core i7-2840qm
intel core i7-2860qm,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7/i7-2860qm,Mobile,45.0,4,8.0,intel core i7-2860qm
intel core i7-2920xm extreme edition,2011-01-09,https://en.wikichip.org/wiki/intel/core_i7ee/i7-2920xm,Mobile,55.0,4,8.0,intel core i7-2920xm extreme edition
intel core i7-2960xm extreme edition,2011-09-04,https://en.wikichip.org/wiki/intel/core_i7ee/i7-2960xm,Mobile,55.0,4,8.0,intel core i7-2960xm extreme edition
intel core i7-3770k,2012-04-23,https://en.wikichip.org/wiki/intel/core_i7/i7-3770k,Desktop,77.0,4,8.0,intel core i7-3770k
intel core i7-4850eq,2014-02-20,https://en.wikichip.org/wiki/intel/core_i7/i7-4850eq,Mobile,47.0,4,8.0,intel core i7-4850eq
intel core i7-4860eq,2014-02-20,https://en.wikichip.org/wiki/intel/core_i7/i7-4860eq,Mobile,47.0,4,8.0,intel core i7-4860eq
intel core i7-610e,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-610e,Mobile; Embedded,35.0,2,4.0,intel core i7-610e
intel core i7-620le,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620le,Embedded,25.0,2,4.0,intel core i7-620le
intel core i7-620lm,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620lm,Mobile,25.0,2,4.0,intel core i7-620lm
intel core i7-620m,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620m,Mobile; Embedded,35.0,2,4.0,intel core i7-620m
intel core i7-620ue,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620ue,Embedded,18.0,2,4.0,intel core i7-620ue
intel core i7-620um,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-620um,Mobile,18.0,2,4.0,intel core i7-620um
intel core i7-640lm,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-640lm,Mobile,25.0,2,4.0,intel core i7-640lm
intel core i7-640m,2010-09-13,https://en.wikichip.org/wiki/intel/core_i7/i7-640m,Mobile,35.0,2,4.0,intel core i7-640m
intel core i7-640um,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-640um,Mobile,18.0,2,4.0,intel core i7-640um
intel core i7-6498du,2015-09-27,https://en.wikichip.org/wiki/intel/core_i7/i7-6498du,Mobile,15.0,2,4.0,intel core i7-6498du
intel core i7-660lm,2010-09-13,https://en.wikichip.org/wiki/intel/core_i7/i7-660lm,Mobile,25.0,2,4.0,intel core i7-660lm
intel core i7-660ue,2010-08-15,https://en.wikichip.org/wiki/intel/core_i7/i7-660ue,Mobile; Embedded,18.0,2,4.0,intel core i7-660ue
intel core i7-660um,2010-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-660um,Mobile,18.0,2,4.0,intel core i7-660um
intel core i7-680um,2010-05-27,https://en.wikichip.org/wiki/intel/core_i7/i7-680um,Mobile,18.0,2,4.0,intel core i7-680um
intel core i7-720qm,2009-09-23,https://en.wikichip.org/wiki/intel/core_i7/i7-720qm,Mobile,45.0,4,8.0,intel core i7-720qm
intel core i7-740qm,2010-06-22,https://en.wikichip.org/wiki/intel/core_i7/i7-740qm,Mobile,45.0,4,8.0,intel core i7-740qm
intel core i7-7510u,,https://en.wikichip.org/wiki/intel/core_i7/i7-7510u,Mobile,15.0,2,4.0,intel core i7-7510u
intel core i7-7740x,2017-06-26,https://en.wikichip.org/wiki/intel/core_i7/i7-7740x,Desktop,112.0,4,8.0,intel core i7-7740x
intel core i7-7800x,2017-06-26,https://en.wikichip.org/wiki/intel/core_i7/i7-7800x,Desktop,140.0,6,12.0,intel core i7-7800x
intel core i7-7820x,2017-06-26,https://en.wikichip.org/wiki/intel/core_i7/i7-7820x,Desktop,140.0,8,16.0,intel core i7-7820x
intel core i7-820qm,2009-09-23,https://en.wikichip.org/wiki/intel/core_i7/i7-820qm,Mobile,45.0,4,8.0,intel core i7-820qm
intel core i7-840qm,2010-06-22,https://en.wikichip.org/wiki/intel/core_i7/i7-840qm,Mobile,45.0,4,8.0,intel core i7-840qm
intel core i7-8510y,2019-04-04,https://en.wikichip.org/wiki/intel/core_i7/i7-8510y,Mobile,7.0,2,4.0,intel core i7-8510y
intel core i7-8670,,https://en.wikichip.org/wiki/intel/core_i7/i7-8670,Desktop,65.0,6,12.0,intel core i7-8670
intel core i7-8670t,,https://en.wikichip.org/wiki/intel/core_i7/i7-8670t,Desktop,35.0,6,12.0,intel core i7-8670t
intel core i7-8705g,2018-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-8705g,Mobile,65.0,4,8.0,intel core i7-8705g
intel core i7-8706g,2018-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-8706g,Mobile,65.0,4,8.0,intel core i7-8706g
intel core i7-8709g,2018-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-8709g,Mobile,100.0,4,8.0,intel core i7-8709g
intel core i7-8809g,2018-01-07,https://en.wikichip.org/wiki/intel/core_i7/i7-8809g,Mobile,100.0,4,8.0,intel core i7-8809g
intel core i7-920xm extreme edition,2009-09-23,https://en.wikichip.org/wiki/intel/core_i7ee/i7-920xm,Mobile,55.0,4,8.0,intel core i7-920xm extreme edition
intel core i7-940xm extreme edition,2010-06-22,https://en.wikichip.org/wiki/intel/core_i7ee/i7-940xm,Mobile,55.0,4,8.0,intel core i7-940xm extreme edition
intel core i7-965 extreme edition,2008-11-17,https://en.wikichip.org/wiki/intel/core_i7ee/i7-965,Desktop,130.0,4,8.0,intel core i7-965 extreme edition
intel core i7-975 extreme edition,2009-06-02,https://en.wikichip.org/wiki/intel/core_i7ee/i7-975,Desktop,130.0,4,8.0,intel core i7-975 extreme edition
intel core i7-9800x,2018-11-01,https://en.wikichip.org/wiki/intel/core_i7/i7-9800x,Desktop,165.0,8,16.0,intel core i7-9800x
intel core i7-980x extreme edition,2010-03-16,https://en.wikichip.org/wiki/intel/core_i7ee/i7-980x,Desktop,130.0,6,12.0,intel core i7-980x extreme edition
intel core i7-990x extreme edition,2011-02-13,https://en.wikichip.org/wiki/intel/core_i7ee/i7-990x,Desktop,130.0,6,12.0,intel core i7-990x extreme edition
intel core i9-7900x,2017-06-26,https://en.wikichip.org/wiki/intel/core_i9/i9-7900x,Desktop,140.0,10,20.0,intel core i9-7900x
intel core i9-7920x,2017-08-28,https://en.wikichip.org/wiki/intel/core_i9/i9-7920x,Desktop,140.0,12,24.0,intel core i9-7920x
intel core i9-7940x,2017-09-25,https://en.wikichip.org/wiki/intel/core_i9/i9-7940x,Desktop,165.0,14,28.0,intel core i9-7940x
intel core i9-7960x,2017-09-25,https://en.wikichip.org/wiki/intel/core_i9/i9-7960x,Desktop,165.0,16,32.0,intel core i9-7960x
intel core i9-7980xe,2017-09-25,https://en.wikichip.org/wiki/intel/core_i9/i9-7980xe,Desktop,165.0,18,36.0,intel core i9-7980xe
intel core i9-9820x,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9820x,Desktop,165.0,10,20.0,intel core i9-9820x
intel core i9-9900x,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9900x,Desktop,165.0,10,20.0,intel core i9-9900x
intel core i9-9920x,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9920x,Desktop,165.0,12,24.0,intel core i9-9920x
intel core i9-9940x,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9940x,Desktop,165.0,14,28.0,intel core i9-9940x
intel core i9-9960x,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9960x,Desktop,165.0,16,32.0,intel core i9-9960x
intel core i9-9980xe,2018-11-01,https://en.wikichip.org/wiki/intel/core_i9/i9-9980xe,Desktop,165.0,18,36.0,intel core i9-9980xe
intel core i9-9990xe,2019-01-03,https://en.wikichip.org/wiki/intel/core_i9/i9-9990xe,Desktop; Workstation,255.0,14,28.0,intel core i9-9990xe
amd duron 1000 camaro,2001-12-17,https://en.wikichip.org/wiki/amd/duron/dhm1000avs1b,Mobile,25.0,1,1.0,amd duron 1000 camaro
amd duron 1000 morgan,2001-08-20,https://en.wikichip.org/wiki/amd/duron/dhd1000amt1b,Desktop,46.1,1,1.0,amd duron 1000 morgan
amd duron 1100 morgan,2001-10-01,https://en.wikichip.org/wiki/amd/duron/dhd1100amt1b,Desktop,50.3,1,1.0,amd duron 1100 morgan
amd duron 1200 morgan,2001-11-15,https://en.wikichip.org/wiki/amd/duron/dhd1200amt1b,Desktop,54.7,1,1.0,amd duron 1200 morgan
amd duron 1300 morgan,2002-01-21,https://en.wikichip.org/wiki/amd/duron/dhd1300amt1b,Desktop,60.0,1,1.0,amd duron 1300 morgan
amd duron 1400 applebred,2003-08-15,https://en.wikichip.org/wiki/amd/duron/dhd1400dlv1c,Desktop,57.0,1,1.0,amd duron 1400 applebred
amd duron 1600 applebred,2003-08-15,https://en.wikichip.org/wiki/amd/duron/dhd1600dlv1c,Desktop,57.0,1,1.0,amd duron 1600 applebred
amd duron 1800 applebred,2003-08-15,https://en.wikichip.org/wiki/amd/duron/dhd1800dlv1c,Desktop,57.0,1,1.0,amd duron 1800 applebred
amd duron 550 spitfire,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d550aut1b,Desktop,25.4,1,1.0,amd duron 550 spitfire
amd duron 600 spitfire,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d600ast1b,Desktop,22.7,1,1.0,amd duron 600 spitfire
amd duron 650 spitfire,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d650ast1b,Desktop,24.3,1,1.0,amd duron 650 spitfire
amd duron 700 spitfire,2000-06-19,https://en.wikichip.org/wiki/amd/duron/d700ast1b,Desktop,25.5,1,1.0,amd duron 700 spitfire
amd duron 750 spitfire,2000-09-05,https://en.wikichip.org/wiki/amd/duron/d750ast1b,Desktop,31.2,1,1.0,amd duron 750 spitfire
amd duron 800 camaro,2001-01-01,https://en.wikichip.org/wiki/amd/duron/dhg0800avs1b,Mobile,25.0,1,1.0,amd duron 800 camaro
amd duron 800 spitfire,2000-10-17,https://en.wikichip.org/wiki/amd/duron/d800aut1b,Desktop,35.4,1,1.0,amd duron 800 spitfire
amd duron 850 camaro,2001-05-14,https://en.wikichip.org/wiki/amd/duron/dhm0850als1b,Mobile,25.0,1,1.0,amd duron 850 camaro
amd duron 850 spitfire,2001-01-08,https://en.wikichip.org/wiki/amd/duron/d850aut1b,Desktop,37.4,1,1.0,amd duron 850 spitfire
amd duron 900 camaro,2001-08-20,https://en.wikichip.org/wiki/amd/duron/dhm0900aqs1b,Mobile,25.0,1,1.0,amd duron 900 camaro
amd duron 900 morgan,2001-04-02,https://en.wikichip.org/wiki/amd/duron/dhd900amt1b,Desktop,42.7,1,1.0,amd duron 900 morgan
amd duron 900 spitfire,2001-04-02,https://en.wikichip.org/wiki/amd/duron/d900aut1b,Desktop,39.5,1,1.0,amd duron 900 spitfire
amd duron 950 camaro,2001-11-12,https://en.wikichip.org/wiki/amd/duron/dhm0950aqs1b,Mobile,25.0,1,1.0,amd duron 950 camaro
amd duron 950 morgan,2001-07-12,https://en.wikichip.org/wiki/amd/duron/dhd950amt1b,Desktop,44.4,1,1.0,amd duron 950 morgan
amd duron 950 spitfire,2001-06-06,https://en.wikichip.org/wiki/amd/duron/d950aut1b,Desktop,41.5,1,1.0,amd duron 950 spitfire
ampere emag 8180,2018-09-08,https://en.wikichip.org/wiki/ampere_computing/emag/8180,Server,125.0,32,32.0,ampere emag 8180
amd embedded g-series t16r,2012-06-01,https://en.wikichip.org/wiki/amd/embedded/t16r,Embedded,4.5,1,1.0,amd embedded g-series t16r
amd embedded g-series t24l,2011-03-01,https://en.wikichip.org/wiki/amd/embedded/t24l,Embedded,5.0,1,1.0,amd embedded g-series t24l
amd embedded g-series t30l,2011-03-01,https://en.wikichip.org/wiki/amd/embedded/t30l,Embedded,18.0,1,1.0,amd embedded g-series t30l
amd embedded g-series t40e,2011-05-23,https://en.wikichip.org/wiki/amd/embedded/t40e,Embedded,6.4,2,2.0,amd embedded g-series t40e
amd embedded g-series t40n,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t40n,Embedded,18.0,2,2.0,amd embedded g-series t40n
amd embedded g-series t40r,2011-05-23,https://en.wikichip.org/wiki/amd/embedded/t40r,Embedded,5.5,1,1.0,amd embedded g-series t40r
amd embedded g-series t44r,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t44r,Embedded,9.0,1,1.0,amd embedded g-series t44r
amd embedded g-series t48e,2012-01-01,https://en.wikichip.org/wiki/amd/embedded/t48e,Embedded,18.0,2,2.0,amd embedded g-series t48e
amd embedded g-series t48l,2011-03-01,https://en.wikichip.org/wiki/amd/embedded/t48l,Embedded,18.0,2,2.0,amd embedded g-series t48l
amd embedded g-series t48n,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t48n,Embedded,18.0,2,2.0,amd embedded g-series t48n
amd embedded g-series t52r,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t52r,Embedded,18.0,1,1.0,amd embedded g-series t52r
amd embedded g-series t56e,2012-01-01,https://en.wikichip.org/wiki/amd/embedded/t56e,Embedded,18.0,2,2.0,amd embedded g-series t56e
amd embedded g-series t56n,2011-01-19,https://en.wikichip.org/wiki/amd/embedded/t56n,Embedded,18.0,2,2.0,amd embedded g-series t56n
amd epyc embedded 3301,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3301,Server; Embedded,65.0,12,12.0,amd epyc embedded 3301
amd epyc embedded 3401,2018-02-21,https://en.wikichip.org/wiki/amd/epyc_embedded/3401,Embedded; Server,85.0,16,16.0,amd epyc embedded 3401
samsung exynos 7885,2018-02-13,https://en.wikichip.org/wiki/samsung/exynos/7885,Mobile,8.0,8,8.0,samsung exynos 7885
samsung exynos 8895,2017-03-29,https://en.wikichip.org/wiki/samsung/exynos/8895,Mobile,8.0,8,8.0,samsung exynos 8895
samsung exynos 9825,2019-01-01,https://en.wikichip.org/wiki/samsung/exynos/9825,Mobile,5.0,8,8.0,samsung exynos 9825
samsung exynos 990,2020-01-01,https://en.wikichip.org/wiki/samsung/exynos/990,Mobile,8.0,8,8.0,samsung exynos 990
mobileye eyeq1,2008-01-01,https://en.wikichip.org/wiki/mobileye/eyeq/eyeq1,Automotive,2.5,2,2.0,mobileye eyeq1
tesla fsd chip,2019-03-10,https://en.wikichip.org/wiki/tesla_(car_company)/fsd_chip,Automotive,36.0,12,12.0,tesla fsd chip
phytium ft-1500a16,2016-07-26,https://en.wikichip.org/wiki/phytium/feiteng/ft-1500a-16,Workstation,35.0,16,16.0,phytium ft-1500a16
